"state","region","division","region_code","region_name"
"SD","North Central","West North Central","C46063","Harding County, SD"
"SD","North Central","West North Central","C46065","Hughes County, SD"
"SD","North Central","West North Central","C46067","Hutchinson County, SD"
"SD","North Central","West North Central","C46069","Hyde County, SD"
"SD","North Central","West North Central","C46071","Jackson County, SD"
"SD","North Central","West North Central","C46073","Jerauld County, SD"
"SD","North Central","West North Central","C46075","Jones County, SD"
"SD","North Central","West North Central","C46077","Kingsbury County, SD"
"SD","North Central","West North Central","C46079","Lake County, SD"
"SD","North Central","West North Central","C46081","Lawrence County, SD"
"SD","North Central","West North Central","C46083","Lincoln County, SD"
"SD","North Central","West North Central","C46085","Lyman County, SD"
"SD","North Central","West North Central","C46091","Marshall County, SD"
"SD","North Central","West North Central","C46087","McCook County, SD"
"SD","North Central","West North Central","C46089","McPherson County, SD"
"SD","North Central","West North Central","C46093","Meade County, SD"
"SD","North Central","West North Central","C46095","Mellette County, SD"
"SD","North Central","West North Central","C46097","Miner County, SD"
"SD","North Central","West North Central","C46099","Minnehaha County, SD"
"SD","North Central","West North Central","C46101","Moody County, SD"
"SD","North Central","West North Central","C46113","Oglala Lakota County, SD"
"SD","North Central","West North Central","C46103","Pennington County, SD"
"SD","North Central","West North Central","C46105","Perkins County, SD"
"SD","North Central","West North Central","C46107","Potter County, SD"
"SD","North Central","West North Central","C46109","Roberts County, SD"
"SD","North Central","West North Central","C46111","Sanborn County, SD"
"SD","North Central","West North Central","C46115","Spink County, SD"
"SD","North Central","West North Central","C46117","Stanley County, SD"
"SD","North Central","West North Central","C46119","Sully County, SD"
"SD","North Central","West North Central","C46121","Todd County, SD"
"SD","North Central","West North Central","C46123","Tripp County, SD"
"SD","North Central","West North Central","C46125","Turner County, SD"
"SD","North Central","West North Central","C46127","Union County, SD"
"SD","North Central","West North Central","C46129","Walworth County, SD"
"SD","North Central","West North Central","C46135","Yankton County, SD"
"SD","North Central","West North Central","C46137","Ziebach County, SD"
"TN","South","East South Central","C47001","Anderson County, TN"
"TN","South","East South Central","C47003","Bedford County, TN"
"TN","South","East South Central","C47005","Benton County, TN"
"TN","South","East South Central","C47007","Bledsoe County, TN"
"TN","South","East South Central","C47009","Blount County, TN"
"TN","South","East South Central","C47011","Bradley County, TN"
"TN","South","East South Central","C47013","Campbell County, TN"
"TN","South","East South Central","C47015","Cannon County, TN"
"TN","South","East South Central","C47017","Carroll County, TN"
"TN","South","East South Central","C47019","Carter County, TN"
"TN","South","East South Central","C47021","Cheatham County, TN"
"TN","South","East South Central","C47023","Chester County, TN"
"TN","South","East South Central","C47025","Claiborne County, TN"
"TN","South","East South Central","C47027","Clay County, TN"
"TN","South","East South Central","C47029","Cocke County, TN"
"TN","South","East South Central","C47031","Coffee County, TN"
"TN","South","East South Central","C47033","Crockett County, TN"
"TN","South","East South Central","C47035","Cumberland County, TN"
"TN","South","East South Central","C47037","Davidson County, TN"
"TN","South","East South Central","C47041","DeKalb County, TN"
"TN","South","East South Central","C47039","Decatur County, TN"
"TN","South","East South Central","C47043","Dickson County, TN"
"TN","South","East South Central","C47045","Dyer County, TN"
"TN","South","East South Central","C47047","Fayette County, TN"
"TN","South","East South Central","C47049","Fentress County, TN"
"TN","South","East South Central","C47051","Franklin County, TN"
"TN","South","East South Central","C47053","Gibson County, TN"
"TN","South","East South Central","C47055","Giles County, TN"
"TN","South","East South Central","C47057","Grainger County, TN"
"TN","South","East South Central","C47059","Greene County, TN"
"TN","South","East South Central","C47061","Grundy County, TN"
"TN","South","East South Central","C47063","Hamblen County, TN"
"TN","South","East South Central","C47065","Hamilton County, TN"
"TN","South","East South Central","C47067","Hancock County, TN"
"TN","South","East South Central","C47069","Hardeman County, TN"
"TN","South","East South Central","C47071","Hardin County, TN"
"TN","South","East South Central","C47073","Hawkins County, TN"
"TN","South","East South Central","C47075","Haywood County, TN"
"TN","South","East South Central","C47077","Henderson County, TN"
"TN","South","East South Central","C47079","Henry County, TN"
"TN","South","East South Central","C47081","Hickman County, TN"
"TN","South","East South Central","C47083","Houston County, TN"
"TN","South","East South Central","C47085","Humphreys County, TN"
"TN","South","East South Central","C47087","Jackson County, TN"
"TN","South","East South Central","C47089","Jefferson County, TN"
"TN","South","East South Central","C47091","Johnson County, TN"
"TN","South","East South Central","C47093","Knox County, TN"
"TN","South","East South Central","C47095","Lake County, TN"
"TN","South","East South Central","C47097","Lauderdale County, TN"
"TN","South","East South Central","C47099","Lawrence County, TN"
"TN","South","East South Central","C47101","Lewis County, TN"
"TN","South","East South Central","C47103","Lincoln County, TN"
"TN","South","East South Central","C47105","Loudon County, TN"
"TN","South","East South Central","C47111","Macon County, TN"
"TN","South","East South Central","C47113","Madison County, TN"
"TN","South","East South Central","C47115","Marion County, TN"
"TN","South","East South Central","C47117","Marshall County, TN"
"TN","South","East South Central","C47119","Maury County, TN"
"TN","South","East South Central","C47107","McMinn County, TN"
"TN","South","East South Central","C47109","McNairy County, TN"
"TN","South","East South Central","C47121","Meigs County, TN"
"TN","South","East South Central","C47123","Monroe County, TN"
"TN","South","East South Central","C47125","Montgomery County, TN"
"TN","South","East South Central","C47127","Moore County, TN"
"TN","South","East South Central","C47129","Morgan County, TN"
"TN","South","East South Central","C47131","Obion County, TN"
"TN","South","East South Central","C47133","Overton County, TN"
"TN","South","East South Central","C47135","Perry County, TN"
"TN","South","East South Central","C47137","Pickett County, TN"
"TN","South","East South Central","C47139","Polk County, TN"
"TN","South","East South Central","C47141","Putnam County, TN"
"TN","South","East South Central","C47143","Rhea County, TN"
"TN","South","East South Central","C47145","Roane County, TN"
"TN","South","East South Central","C47147","Robertson County, TN"
"TN","South","East South Central","C47149","Rutherford County, TN"
"TN","South","East South Central","C47151","Scott County, TN"
"TN","South","East South Central","C47153","Sequatchie County, TN"
"TN","South","East South Central","C47155","Sevier County, TN"
"TN","South","East South Central","C47157","Shelby County, TN"
"TN","South","East South Central","C47159","Smith County, TN"
"TN","South","East South Central","C47161","Stewart County, TN"
"TN","South","East South Central","C47163","Sullivan County, TN"
"TN","South","East South Central","C47165","Sumner County, TN"
"TN","South","East South Central","C47167","Tipton County, TN"
"TN","South","East South Central","C47169","Trousdale County, TN"
"TN","South","East South Central","C47171","Unicoi County, TN"
"TN","South","East South Central","C47173","Union County, TN"
"TN","South","East South Central","C47175","Van Buren County, TN"
"TN","South","East South Central","C47177","Warren County, TN"
"TN","South","East South Central","C47179","Washington County, TN"
"TN","South","East South Central","C47181","Wayne County, TN"
"TN","South","East South Central","C47183","Weakley County, TN"
"TN","South","East South Central","C47185","White County, TN"
"TN","South","East South Central","C47187","Williamson County, TN"
"TN","South","East South Central","C47189","Wilson County, TN"
"TX","South","West South Central","C48001","Anderson County, TX"
"TX","South","West South Central","C48003","Andrews County, TX"
"TX","South","West South Central","C48005","Angelina County, TX"
"TX","South","West South Central","C48007","Aransas County, TX"
"TX","South","West South Central","C48009","Archer County, TX"
"TX","South","West South Central","C48011","Armstrong County, TX"
"TX","South","West South Central","C48013","Atascosa County, TX"
"TX","South","West South Central","C48015","Austin County, TX"
"TX","South","West South Central","C48017","Bailey County, TX"
"TX","South","West South Central","C48019","Bandera County, TX"
"TX","South","West South Central","C48021","Bastrop County, TX"
"TX","South","West South Central","C48023","Baylor County, TX"
"TX","South","West South Central","C48025","Bee County, TX"
"TX","South","West South Central","C48027","Bell County, TX"
"TX","South","West South Central","C48029","Bexar County, TX"
"TX","South","West South Central","C48031","Blanco County, TX"
"TX","South","West South Central","C48033","Borden County, TX"
"TX","South","West South Central","C48035","Bosque County, TX"
"TX","South","West South Central","C48037","Bowie County, TX"
"TX","South","West South Central","C48039","Brazoria County, TX"
"TX","South","West South Central","C48041","Brazos County, TX"
"TX","South","West South Central","C48043","Brewster County, TX"
"TX","South","West South Central","C48045","Briscoe County, TX"
"TX","South","West South Central","C48047","Brooks County, TX"
"TX","South","West South Central","C48049","Brown County, TX"
"TX","South","West South Central","C48051","Burleson County, TX"
"TX","South","West South Central","C48053","Burnet County, TX"
"TX","South","West South Central","C48055","Caldwell County, TX"
"TX","South","West South Central","C48057","Calhoun County, TX"
"TX","South","West South Central","C48059","Callahan County, TX"
"TX","South","West South Central","C48061","Cameron County, TX"
"TX","South","West South Central","C48063","Camp County, TX"
"TX","South","West South Central","C48065","Carson County, TX"
"TX","South","West South Central","C48067","Cass County, TX"
"TX","South","West South Central","C48069","Castro County, TX"
"TX","South","West South Central","C48071","Chambers County, TX"
"TX","South","West South Central","C48073","Cherokee County, TX"
"TX","South","West South Central","C48075","Childress County, TX"
"TX","South","West South Central","C48077","Clay County, TX"
"TX","South","West South Central","C48079","Cochran County, TX"
"TX","South","West South Central","C48081","Coke County, TX"
"TX","South","West South Central","C48083","Coleman County, TX"
"TX","South","West South Central","C48085","Collin County, TX"
"TX","South","West South Central","C48087","Collingsworth County, TX"
"TX","South","West South Central","C48089","Colorado County, TX"
"TX","South","West South Central","C48091","Comal County, TX"
"TX","South","West South Central","C48093","Comanche County, TX"
"TX","South","West South Central","C48095","Concho County, TX"
"TX","South","West South Central","C48097","Cooke County, TX"
"TX","South","West South Central","C48099","Coryell County, TX"
"TX","South","West South Central","C48101","Cottle County, TX"
"TX","South","West South Central","C48103","Crane County, TX"
"TX","South","West South Central","C48105","Crockett County, TX"
"TX","South","West South Central","C48107","Crosby County, TX"
"TX","South","West South Central","C48109","Culberson County, TX"
"TX","South","West South Central","C48111","Dallam County, TX"
"TX","South","West South Central","C48113","Dallas County, TX"
"TX","South","West South Central","C48115","Dawson County, TX"
"TX","South","West South Central","C48123","DeWitt County, TX"
"TX","South","West South Central","C48117","Deaf Smith County, TX"
"TX","South","West South Central","C48119","Delta County, TX"
"TX","South","West South Central","C48121","Denton County, TX"
"TX","South","West South Central","C48125","Dickens County, TX"
"TX","South","West South Central","C48127","Dimmit County, TX"
"TX","South","West South Central","C48129","Donley County, TX"
"TX","South","West South Central","C48131","Duval County, TX"
"TX","South","West South Central","C48133","Eastland County, TX"
"TX","South","West South Central","C48135","Ector County, TX"
"TX","South","West South Central","C48137","Edwards County, TX"
"TX","South","West South Central","C48141","El Paso County, TX"
"TX","South","West South Central","C48139","Ellis County, TX"
"TX","South","West South Central","C48143","Erath County, TX"
"TX","South","West South Central","C48145","Falls County, TX"
"TX","South","West South Central","C48147","Fannin County, TX"
"TX","South","West South Central","C48149","Fayette County, TX"
"TX","South","West South Central","C48151","Fisher County, TX"
"TX","South","West South Central","C48153","Floyd County, TX"
"TX","South","West South Central","C48155","Foard County, TX"
"TX","South","West South Central","C48157","Fort Bend County, TX"
"TX","South","West South Central","C48159","Franklin County, TX"
"TX","South","West South Central","C48161","Freestone County, TX"
"TX","South","West South Central","C48163","Frio County, TX"
"TX","South","West South Central","C48165","Gaines County, TX"
"TX","South","West South Central","C48167","Galveston County, TX"
"TX","South","West South Central","C48169","Garza County, TX"
"TX","South","West South Central","C48171","Gillespie County, TX"
"TX","South","West South Central","C48173","Glasscock County, TX"
"TX","South","West South Central","C48175","Goliad County, TX"
"TX","South","West South Central","C48177","Gonzales County, TX"
"TX","South","West South Central","C48179","Gray County, TX"
"TX","South","West South Central","C48181","Grayson County, TX"
"TX","South","West South Central","C48183","Gregg County, TX"
"TX","South","West South Central","C48185","Grimes County, TX"
"TX","South","West South Central","C48187","Guadalupe County, TX"
"TX","South","West South Central","C48189","Hale County, TX"
"TX","South","West South Central","C48191","Hall County, TX"
"TX","South","West South Central","C48193","Hamilton County, TX"
"TX","South","West South Central","C48195","Hansford County, TX"
"TX","South","West South Central","C48197","Hardeman County, TX"
"TX","South","West South Central","C48199","Hardin County, TX"
"TX","South","West South Central","C48201","Harris County, TX"
"TX","South","West South Central","C48203","Harrison County, TX"
"TX","South","West South Central","C48205","Hartley County, TX"
"TX","South","West South Central","C48207","Haskell County, TX"
"TX","South","West South Central","C48209","Hays County, TX"
"TX","South","West South Central","C48211","Hemphill County, TX"
"TX","South","West South Central","C48213","Henderson County, TX"
"TX","South","West South Central","C48215","Hidalgo County, TX"
"TX","South","West South Central","C48217","Hill County, TX"
"TX","South","West South Central","C48219","Hockley County, TX"
"TX","South","West South Central","C48221","Hood County, TX"
"TX","South","West South Central","C48223","Hopkins County, TX"
"TX","South","West South Central","C48225","Houston County, TX"
"TX","South","West South Central","C48227","Howard County, TX"
"TX","South","West South Central","C48229","Hudspeth County, TX"
"TX","South","West South Central","C48231","Hunt County, TX"
"TX","South","West South Central","C48233","Hutchinson County, TX"
"TX","South","West South Central","C48235","Irion County, TX"
"TX","South","West South Central","C48237","Jack County, TX"
"TX","South","West South Central","C48239","Jackson County, TX"
"TX","South","West South Central","C48241","Jasper County, TX"
"TX","South","West South Central","C48243","Jeff Davis County, TX"
"TX","South","West South Central","C48245","Jefferson County, TX"
"TX","South","West South Central","C48247","Jim Hogg County, TX"
"TX","South","West South Central","C48249","Jim Wells County, TX"
"TX","South","West South Central","C48251","Johnson County, TX"
"TX","South","West South Central","C48253","Jones County, TX"
"TX","South","West South Central","C48255","Karnes County, TX"
"TX","South","West South Central","C48257","Kaufman County, TX"
"TX","South","West South Central","C48259","Kendall County, TX"
"TX","South","West South Central","C48261","Kenedy County, TX"
"TX","South","West South Central","C48263","Kent County, TX"
"TX","South","West South Central","C48265","Kerr County, TX"
"TX","South","West South Central","C48267","Kimble County, TX"
"TX","South","West South Central","C48269","King County, TX"
"TX","South","West South Central","C48271","Kinney County, TX"
"TX","South","West South Central","C48273","Kleberg County, TX"
"TX","South","West South Central","C48275","Knox County, TX"
"TX","South","West South Central","C48283","La Salle County, TX"
"TX","South","West South Central","C48277","Lamar County, TX"
"TX","South","West South Central","C48279","Lamb County, TX"
"TX","South","West South Central","C48281","Lampasas County, TX"
"TX","South","West South Central","C48285","Lavaca County, TX"
"TX","South","West South Central","C48287","Lee County, TX"
"TX","South","West South Central","C48289","Leon County, TX"
"TX","South","West South Central","C48291","Liberty County, TX"
"TX","South","West South Central","C48293","Limestone County, TX"
"TX","South","West South Central","C48295","Lipscomb County, TX"
"TX","South","West South Central","C48297","Live Oak County, TX"
"TX","South","West South Central","C48299","Llano County, TX"
"TX","South","West South Central","C48301","Loving County, TX"
"TX","South","West South Central","C48303","Lubbock County, TX"
"TX","South","West South Central","C48305","Lynn County, TX"
"TX","South","West South Central","C48313","Madison County, TX"
"TX","South","West South Central","C48315","Marion County, TX"
"TX","South","West South Central","C48317","Martin County, TX"
"TX","South","West South Central","C48319","Mason County, TX"
"TX","South","West South Central","C48321","Matagorda County, TX"
"TX","South","West South Central","C48323","Maverick County, TX"
"TX","South","West South Central","C48307","McCulloch County, TX"
"TX","South","West South Central","C48309","McLennan County, TX"
"TX","South","West South Central","C48311","McMullen County, TX"
"TX","South","West South Central","C48325","Medina County, TX"
"TX","South","West South Central","C48327","Menard County, TX"
"TX","South","West South Central","C48329","Midland County, TX"
"TX","South","West South Central","C48331","Milam County, TX"
"TX","South","West South Central","C48333","Mills County, TX"
"TX","South","West South Central","C48335","Mitchell County, TX"
"TX","South","West South Central","C48337","Montague County, TX"
"TX","South","West South Central","C48339","Montgomery County, TX"
"TX","South","West South Central","C48341","Moore County, TX"
"TX","South","West South Central","C48343","Morris County, TX"
"TX","South","West South Central","C48345","Motley County, TX"
"TX","South","West South Central","C48347","Nacogdoches County, TX"
"TX","South","West South Central","C48349","Navarro County, TX"
"TX","South","West South Central","C48351","Newton County, TX"
"TX","South","West South Central","C48353","Nolan County, TX"
"TX","South","West South Central","C48355","Nueces County, TX"
"TX","South","West South Central","C48357","Ochiltree County, TX"
"TX","South","West South Central","C48359","Oldham County, TX"
"TX","South","West South Central","C48361","Orange County, TX"
"TX","South","West South Central","C48363","Palo Pinto County, TX"
"TX","South","West South Central","C48365","Panola County, TX"
"TX","South","West South Central","C48367","Parker County, TX"
"TX","South","West South Central","C48369","Parmer County, TX"
"TX","South","West South Central","C48371","Pecos County, TX"
"TX","South","West South Central","C48373","Polk County, TX"
"TX","South","West South Central","C48375","Potter County, TX"
"TX","South","West South Central","C48377","Presidio County, TX"
"TX","South","West South Central","C48379","Rains County, TX"
"TX","South","West South Central","C48381","Randall County, TX"
"TX","South","West South Central","C48383","Reagan County, TX"
"TX","South","West South Central","C48385","Real County, TX"
"TX","South","West South Central","C48387","Red River County, TX"
"TX","South","West South Central","C48389","Reeves County, TX"
"TX","South","West South Central","C48391","Refugio County, TX"
"TX","South","West South Central","C48393","Roberts County, TX"
"TX","South","West South Central","C48395","Robertson County, TX"
"TX","South","West South Central","C48397","Rockwall County, TX"
"TX","South","West South Central","C48399","Runnels County, TX"
"TX","South","West South Central","C48401","Rusk County, TX"
"TX","South","West South Central","C48403","Sabine County, TX"
"TX","South","West South Central","C48405","San Augustine County, TX"
"TX","South","West South Central","C48407","San Jacinto County, TX"
"TX","South","West South Central","C48409","San Patricio County, TX"
"TX","South","West South Central","C48411","San Saba County, TX"
"TX","South","West South Central","C48413","Schleicher County, TX"
"TX","South","West South Central","C48415","Scurry County, TX"
"TX","South","West South Central","C48417","Shackelford County, TX"
"TX","South","West South Central","C48419","Shelby County, TX"
"TX","South","West South Central","C48421","Sherman County, TX"
"TX","South","West South Central","C48423","Smith County, TX"
"TX","South","West South Central","C48425","Somervell County, TX"
"TX","South","West South Central","C48427","Starr County, TX"
"TX","South","West South Central","C48429","Stephens County, TX"
"TX","South","West South Central","C48431","Sterling County, TX"
"TX","South","West South Central","C48433","Stonewall County, TX"
"TX","South","West South Central","C48435","Sutton County, TX"
"TX","South","West South Central","C48437","Swisher County, TX"
"TX","South","West South Central","C48439","Tarrant County, TX"
"TX","South","West South Central","C48441","Taylor County, TX"
"TX","South","West South Central","C48443","Terrell County, TX"
"TX","South","West South Central","C48445","Terry County, TX"
"TX","South","West South Central","C48447","Throckmorton County, TX"
"TX","South","West South Central","C48449","Titus County, TX"
"TX","South","West South Central","C48451","Tom Green County, TX"
"TX","South","West South Central","C48453","Travis County, TX"
"TX","South","West South Central","C48455","Trinity County, TX"
"TX","South","West South Central","C48457","Tyler County, TX"
"TX","South","West South Central","C48459","Upshur County, TX"
"TX","South","West South Central","C48461","Upton County, TX"
"TX","South","West South Central","C48463","Uvalde County, TX"
"TX","South","West South Central","C48465","Val Verde County, TX"
"TX","South","West South Central","C48467","Van Zandt County, TX"
"TX","South","West South Central","C48469","Victoria County, TX"
"TX","South","West South Central","C48471","Walker County, TX"
"TX","South","West South Central","C48473","Waller County, TX"
"TX","South","West South Central","C48475","Ward County, TX"
"TX","South","West South Central","C48477","Washington County, TX"
"TX","South","West South Central","C48479","Webb County, TX"
"TX","South","West South Central","C48481","Wharton County, TX"
"TX","South","West South Central","C48483","Wheeler County, TX"
"TX","South","West South Central","C48485","Wichita County, TX"
"TX","South","West South Central","C48487","Wilbarger County, TX"
"TX","South","West South Central","C48489","Willacy County, TX"
"TX","South","West South Central","C48491","Williamson County, TX"
"TX","South","West South Central","C48493","Wilson County, TX"
"TX","South","West South Central","C48495","Winkler County, TX"
"TX","South","West South Central","C48497","Wise County, TX"
"TX","South","West South Central","C48499","Wood County, TX"
"TX","South","West South Central","C48501","Yoakum County, TX"
"TX","South","West South Central","C48503","Young County, TX"
"TX","South","West South Central","C48505","Zapata County, TX"
"TX","South","West South Central","C48507","Zavala County, TX"
"UT","West","Mountain","C49001","Beaver County, UT"
"UT","West","Mountain","C49003","Box Elder County, UT"
"UT","West","Mountain","C49005","Cache County, UT"
"UT","West","Mountain","C49007","Carbon County, UT"
"UT","West","Mountain","C49009","Daggett County, UT"
"UT","West","Mountain","C49011","Davis County, UT"
"UT","West","Mountain","C49013","Duchesne County, UT"
"UT","West","Mountain","C49015","Emery County, UT"
"UT","West","Mountain","C49017","Garfield County, UT"
"UT","West","Mountain","C49019","Grand County, UT"
"UT","West","Mountain","C49021","Iron County, UT"
"UT","West","Mountain","C49023","Juab County, UT"
"UT","West","Mountain","C49025","Kane County, UT"
"UT","West","Mountain","C49027","Millard County, UT"
"UT","West","Mountain","C49029","Morgan County, UT"
"UT","West","Mountain","C49031","Piute County, UT"
"UT","West","Mountain","C49033","Rich County, UT"
"UT","West","Mountain","C49035","Salt Lake County, UT"
"UT","West","Mountain","C49037","San Juan County, UT"
"UT","West","Mountain","C49039","Sanpete County, UT"
"UT","West","Mountain","C49041","Sevier County, UT"
"UT","West","Mountain","C49043","Summit County, UT"
"UT","West","Mountain","C49045","Tooele County, UT"
"UT","West","Mountain","C49047","Uintah County, UT"
"UT","West","Mountain","C49049","Utah County, UT"
"UT","West","Mountain","C49051","Wasatch County, UT"
"UT","West","Mountain","C49053","Washington County, UT"
"UT","West","Mountain","C49055","Wayne County, UT"
"UT","West","Mountain","C49057","Weber County, UT"
"VT","Northeast","New England","C50001","Addison County, VT"
"VT","Northeast","New England","C50003","Bennington County, VT"
"VT","Northeast","New England","C50005","Caledonia County, VT"
"VT","Northeast","New England","C50007","Chittenden County, VT"
"VT","Northeast","New England","C50009","Essex County, VT"
"VT","Northeast","New England","C50011","Franklin County, VT"
"VT","Northeast","New England","C50013","Grand Isle County, VT"
"VT","Northeast","New England","C50015","Lamoille County, VT"
"VT","Northeast","New England","C50017","Orange County, VT"
"VT","Northeast","New England","C50019","Orleans County, VT"
"VT","Northeast","New England","C50021","Rutland County, VT"
"VT","Northeast","New England","C50023","Washington County, VT"
"VT","Northeast","New England","C50025","Windham County, VT"
"VT","Northeast","New England","C50027","Windsor County, VT"
"VA","South","South Atlantic","C51001","Accomack County, VA"
"VA","South","South Atlantic","C51003","Albemarle County, VA"
"VA","South","South Atlantic","C51510","Alexandria city, VA"
"VA","South","South Atlantic","C51005","Alleghany County, VA"
"VA","South","South Atlantic","C51007","Amelia County, VA"
"VA","South","South Atlantic","C51009","Amherst County, VA"
"VA","South","South Atlantic","C51011","Appomattox County, VA"
"VA","South","South Atlantic","C51013","Arlington County, VA"
"VA","South","South Atlantic","C51015","Augusta County, VA"
"VA","South","South Atlantic","C51017","Bath County, VA"
"VA","South","South Atlantic","C51019","Bedford County, VA"
"VA","South","South Atlantic","C51021","Bland County, VA"
"VA","South","South Atlantic","C51023","Botetourt County, VA"
"VA","South","South Atlantic","C51520","Bristol city, VA"
"VA","South","South Atlantic","C51025","Brunswick County, VA"
"VA","South","South Atlantic","C51027","Buchanan County, VA"
"VA","South","South Atlantic","C51029","Buckingham County, VA"
"VA","South","South Atlantic","C51530","Buena Vista city, VA"
"VA","South","South Atlantic","C51031","Campbell County, VA"
"VA","South","South Atlantic","C51033","Caroline County, VA"
"VA","South","South Atlantic","C51035","Carroll County, VA"
"VA","South","South Atlantic","C51036","Charles City County, VA"
"VA","South","South Atlantic","C51037","Charlotte County, VA"
"VA","South","South Atlantic","C51540","Charlottesville city, VA"
"VA","South","South Atlantic","C51550","Chesapeake city, VA"
"VA","South","South Atlantic","C51041","Chesterfield County, VA"
"VA","South","South Atlantic","C51043","Clarke County, VA"
"VA","South","South Atlantic","C51570","Colonial Heights city, VA"
"VA","South","South Atlantic","C51580","Covington city, VA"
"VA","South","South Atlantic","C51045","Craig County, VA"
"VA","South","South Atlantic","C51047","Culpeper County, VA"
"VA","South","South Atlantic","C51049","Cumberland County, VA"
"VA","South","South Atlantic","C51590","Danville city, VA"
"VA","South","South Atlantic","C51051","Dickenson County, VA"
"VA","South","South Atlantic","C51053","Dinwiddie County, VA"
"VA","South","South Atlantic","C51595","Emporia city, VA"
"VA","South","South Atlantic","C51057","Essex County, VA"
"VA","South","South Atlantic","C51600","Fairfax city, VA"
"VA","South","South Atlantic","C51059","Fairfax County, VA"
"VA","South","South Atlantic","C51610","Falls Church city, VA"
"VA","South","South Atlantic","C51061","Fauquier County, VA"
"VA","South","South Atlantic","C51063","Floyd County, VA"
"VA","South","South Atlantic","C51065","Fluvanna County, VA"
"VA","South","South Atlantic","C51067","Franklin County, VA"
"VA","South","South Atlantic","C51620","Franklin city, VA"
"VA","South","South Atlantic","C51069","Frederick County, VA"
"VA","South","South Atlantic","C51630","Fredericksburg city, VA"
"VA","South","South Atlantic","C51640","Galax city, VA"
"VA","South","South Atlantic","C51071","Giles County, VA"
"VA","South","South Atlantic","C51073","Gloucester County, VA"
"VA","South","South Atlantic","C51075","Goochland County, VA"
"VA","South","South Atlantic","C51077","Grayson County, VA"
"VA","South","South Atlantic","C51079","Greene County, VA"
"VA","South","South Atlantic","C51081","Greensville County, VA"
"VA","South","South Atlantic","C51083","Halifax County, VA"
"VA","South","South Atlantic","C51650","Hampton city, VA"
"VA","South","South Atlantic","C51085","Hanover County, VA"
"VA","South","South Atlantic","C51660","Harrisonburg city, VA"
"VA","South","South Atlantic","C51087","Henrico County, VA"
"VA","South","South Atlantic","C51089","Henry County, VA"
"VA","South","South Atlantic","C51091","Highland County, VA"
"VA","South","South Atlantic","C51670","Hopewell city, VA"
"VA","South","South Atlantic","C51093","Isle of Wight County, VA"
"VA","South","South Atlantic","C51095","James City County, VA"
"VA","South","South Atlantic","C51099","King George County, VA"
"VA","South","South Atlantic","C51101","King William County, VA"
"VA","South","South Atlantic","C51097","King and Queen County, VA"
"VA","South","South Atlantic","C51103","Lancaster County, VA"
"VA","South","South Atlantic","C51105","Lee County, VA"
"VA","South","South Atlantic","C51678","Lexington city, VA"
"VA","South","South Atlantic","C51107","Loudoun County, VA"
"VA","South","South Atlantic","C51109","Louisa County, VA"
"VA","South","South Atlantic","C51111","Lunenburg County, VA"
"VA","South","South Atlantic","C51680","Lynchburg city, VA"
"VA","South","South Atlantic","C51113","Madison County, VA"
"VA","South","South Atlantic","C51683","Manassas city, VA"
"VA","South","South Atlantic","C51685","Manassas Park city, VA"
"VA","South","South Atlantic","C51690","Martinsville city, VA"
"VA","South","South Atlantic","C51115","Mathews County, VA"
"VA","South","South Atlantic","C51117","Mecklenburg County, VA"
"VA","South","South Atlantic","C51119","Middlesex County, VA"
"VA","South","South Atlantic","C51121","Montgomery County, VA"
"VA","South","South Atlantic","C51125","Nelson County, VA"
"VA","South","South Atlantic","C51127","New Kent County, VA"
"VA","South","South Atlantic","C51700","Newport News city, VA"
"VA","South","South Atlantic","C51710","Norfolk city, VA"
"VA","South","South Atlantic","C51131","Northampton County, VA"
"VA","South","South Atlantic","C51133","Northumberland County, VA"
"VA","South","South Atlantic","C51720","Norton city, VA"
"VA","South","South Atlantic","C51135","Nottoway County, VA"
"VA","South","South Atlantic","C51137","Orange County, VA"
"VA","South","South Atlantic","C51139","Page County, VA"
"VA","South","South Atlantic","C51141","Patrick County, VA"
"VA","South","South Atlantic","C51730","Petersburg city, VA"
"VA","South","South Atlantic","C51143","Pittsylvania County, VA"
"VA","South","South Atlantic","C51735","Poquoson city, VA"
"VA","South","South Atlantic","C51740","Portsmouth city, VA"
"VA","South","South Atlantic","C51145","Powhatan County, VA"
"VA","South","South Atlantic","C51147","Prince Edward County, VA"
"VA","South","South Atlantic","C51149","Prince George County, VA"
"VA","South","South Atlantic","C51153","Prince William County, VA"
"VA","South","South Atlantic","C51155","Pulaski County, VA"
"VA","South","South Atlantic","C51750","Radford city, VA"
"VA","South","South Atlantic","C51157","Rappahannock County, VA"
"VA","South","South Atlantic","C51760","Richmond city, VA"
"VA","South","South Atlantic","C51159","Richmond County, VA"
"VA","South","South Atlantic","C51770","Roanoke city, VA"
"VA","South","South Atlantic","C51161","Roanoke County, VA"
"VA","South","South Atlantic","C51163","Rockbridge County, VA"
"VA","South","South Atlantic","C51165","Rockingham County, VA"
"VA","South","South Atlantic","C51167","Russell County, VA"
"VA","South","South Atlantic","C51775","Salem city, VA"
"VA","South","South Atlantic","C51169","Scott County, VA"
"VA","South","South Atlantic","C51171","Shenandoah County, VA"
"VA","South","South Atlantic","C51173","Smyth County, VA"
"VA","South","South Atlantic","C51175","Southampton County, VA"
"VA","South","South Atlantic","C51177","Spotsylvania County, VA"
